Palavra,Link,Instituicao
FINO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fino3Sm_Prog001.mp4,GoiásLibras · base nacional
FINO4,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fino4Sm_Prog001.mp4,GoiásLibras · base nacional
FINO5,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fino5Sm_Prog001.mp4,GoiásLibras · base nacional
FIO DENTAL1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fio-dental1Sm_Prog001.mp4,GoiásLibras · base nacional
FIO ELÉTRICO,https://dicionario.ines.gov.br/public/media/palavras/videos/fio-eletrico1Sm_Prog001.mp4,GoiásLibras · base nacional
FIRMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/firmaSm_Prog001.mp4,GoiásLibras · base nacional
FIRMAMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/firmamentoSm_Prog001.mp4,GoiásLibras · base nacional
FIRME1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/firme1Sm_Prog001.mp4,GoiásLibras · base nacional
FIRME2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/firme2Sm_Prog001.mp4,GoiásLibras · base nacional
FISCAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fiscalSm_Prog001.mp4,GoiásLibras · base nacional
FISCALIZAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fiscalizarSm_Prog001.mp4,GoiásLibras · base nacional
FISIONOMIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fisionomiaSm_Prog001.mp4,GoiásLibras · base nacional
FISIOTERAPEUTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fisioterapeutaSm_Prog001.mp4,GoiásLibras · base nacional
FISIOTERAPIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fisioterapeutaSm_Prog001.mp4,GoiásLibras · base nacional
FITA ADESIVA,https://dicionario.ines.gov.br/public/media/palavras/videos/fita-adesivaSm_Prog001.mp4,GoiásLibras · base nacional
FIXO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fixoSm_Prog001.mp4,GoiásLibras · base nacional
FLAGRAR1,https://dicionario.ines.gov.br/public/media/palavras/videos/flagrarSm_Prog001.mp4,GoiásLibras · base nacional
FLAGRAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flagrar2Sm_Prog001.mp4,GoiásLibras · base nacional
FLASH,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flashSm_Prog001.mp4,GoiásLibras · base nacional
FLAUTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flautaSm_Prog001.mp4,GoiásLibras · base nacional
FLECHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flechaSm_Prog001.mp4,GoiásLibras · base nacional
FLERTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flertarSm_Prog001.mp4,GoiásLibras · base nacional
FLOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/florSm_Prog001.mp4,GoiásLibras · base nacional
FLORESCER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/florescerSm_Prog001.mp4,GoiásLibras · base nacional
FLORESTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/florestaSm_Prog001.mp4,GoiásLibras · base nacional
FLORIANÓPOLIS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/florianopolisSm_Prog001.mp4,GoiásLibras · base nacional
FLUENTE1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fluente1Sm_Prog001.mp4,GoiásLibras · base nacional
FLUENTE2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fluente2Sm_Prog001.mp4,GoiásLibras · base nacional
FLUTUAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/flutuarSm_Prog001.mp4,GoiásLibras · base nacional
FOCA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/focaSm_Prog001.mp4,GoiásLibras · base nacional
FOFINHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fofinhoSm_Prog001.mp4,GoiásLibras · base nacional
FOFO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fofoSm_Prog001.mp4,GoiásLibras · base nacional
FOFOCAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fofocar1Sm_Prog001.mp4,GoiásLibras · base nacional
FOFOCAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fofocar2Sm_Prog001.mp4,GoiásLibras · base nacional
FOFOQUEIRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fofoqueiroSm_Prog001.mp4,GoiásLibras · base nacional
FOGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fogoSm_Prog001.mp4,GoiásLibras · base nacional
FOGOS DE ARTIFÍCIO,https://dicionario.ines.gov.br/public/media/palavras/videos/fogos_de_artificiosSm_Prog001.mp4,GoiásLibras · base nacional
FOGOSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fogosoSm_Prog001.mp4,GoiásLibras · base nacional
FOGUEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fogueiraSm_Prog001.mp4,GoiásLibras · base nacional
FOGUETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fogueteSm_Prog001.mp4,GoiásLibras · base nacional
FOGÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fogaoSm_Prog001.mp4,GoiásLibras · base nacional
FOLGA1,https://dicionario.ines.gov.br/public/media/palavras/videos/folgaSm_Prog001.mp4,GoiásLibras · base nacional
FOLGA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/folga2Sm_Prog001.mp4,GoiásLibras · base nacional
FOLGADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/folgado1Sm_Prog001.mp4,GoiásLibras · base nacional
FOLGADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/folgado2Sm_Prog001.mp4,GoiásLibras · base nacional
FOLHA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/folha1Sm_Prog001.mp4,GoiásLibras · base nacional
FOLHA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/folha2Sm_Prog001.mp4,GoiásLibras · base nacional
FOME,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fomeSm_Prog001.mp4,GoiásLibras · base nacional
FONE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/foneSm_Prog001.mp4,GoiásLibras · base nacional
FONOAUDIÓLOGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fonoaudiologoSm_Prog001.mp4,GoiásLibras · base nacional
FONTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fonteSm_Prog001.mp4,GoiásLibras · base nacional
FORA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fora1Sm_Prog001.mp4,GoiásLibras · base nacional
FORA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fora2Sm_Prog001.mp4,GoiásLibras · base nacional
FORMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/formarSm_Prog001.mp4,GoiásLibras · base nacional
FORMATURA,https://dicionario.ines.gov.br/public/media/palavras/videos/formaturaSm_Prog001.mp4,GoiásLibras · base nacional
FORMIGA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/formigaSm_Prog001.mp4,GoiásLibras · base nacional
FORMIGAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/formigarSm_Prog001.mp4,GoiásLibras · base nacional
FORNO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fornoSm_Prog001.mp4,GoiásLibras · base nacional
FORTALECER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fortalecerSm_Prog001.mp4,GoiásLibras · base nacional
FORTALEZA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fortalezaSm_Prog001.mp4,GoiásLibras · base nacional
FORTE1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/forte1Sm_Prog001.mp4,GoiásLibras · base nacional
FORTE2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/forte2Sm_Prog001.mp4,GoiásLibras · base nacional
FORTE3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/forte3Sm_Prog001.mp4,GoiásLibras · base nacional
FORTUNA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fortunaSm_Prog001.mp4,GoiásLibras · base nacional
FORÇA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/forcaSm_Prog001.mp4,GoiásLibras · base nacional
FORÇAR,https://dicionario.ines.gov.br/public/media/palavras/videos/forcarSm_Prog001.mp4,GoiásLibras · base nacional
FOTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fotoSm_Prog001.mp4,GoiásLibras · base nacional
FOTOGRAFAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fotografar1Sm_Prog001.mp4,GoiásLibras · base nacional
FOTOGRAFAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fotografar2Sm_Prog001.mp4,GoiásLibras · base nacional
FOTOGRAFIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fotografiaSm_Prog001.mp4,GoiásLibras · base nacional
FRACO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fracoSm_Prog001.mp4,GoiásLibras · base nacional
FRAGMENTOS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fragmentosSm_Prog001.mp4,GoiásLibras · base nacional
FRAGRÂNCIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fragranciaSm_Prog001.mp4,GoiásLibras · base nacional
FRALDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fraldaSm_Prog001.mp4,GoiásLibras · base nacional
FRANCO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/francoSm_Prog001.mp4,GoiásLibras · base nacional
FRANCÊS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/francesSm_Prog001.mp4,GoiásLibras · base nacional
FRANGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frangoSm_Prog001.mp4,GoiásLibras · base nacional
FRANÇA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/francaSm_Prog001.mp4,GoiásLibras · base nacional
FRASE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fraseSm_Prog001.mp4,GoiásLibras · base nacional
FRATURAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fraturarSm_Prog001.mp4,GoiásLibras · base nacional
FRAUDAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fraudarSm_Prog001.mp4,GoiásLibras · base nacional
FREAR,https://dicionario.ines.gov.br/public/media/palavras/videos/frearSm_Prog001.mp4,GoiásLibras · base nacional
FREEZER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/freezerSm_Prog001.mp4,GoiásLibras · base nacional
FREIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/freioSm_Prog001.mp4,GoiásLibras · base nacional
FREIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/freiraSm_Prog001.mp4,GoiásLibras · base nacional
FRENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frenteSm_Prog001.mp4,GoiásLibras · base nacional
FREQUENTAR,https://youtu.be/TbtEsOtwHjE,GoiásLibras · base nacional
FRESCO1,https://dicionario.ines.gov.br/public/media/palavras/videos/frescoSm_Prog001.mp4,GoiásLibras · base nacional
FRESCO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fresco2Sm_Prog001.mp4,GoiásLibras · base nacional
FRESCO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fresco3Sm_Prog001.mp4,GoiásLibras · base nacional
FRESCOBOL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frescobolSm_Prog001.mp4,GoiásLibras · base nacional
FRETAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fretarSm_Prog001.mp4,GoiásLibras · base nacional
FRETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/freteSm_Prog001.mp4,GoiásLibras · base nacional
FRIGIDEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frigideiraSm_Prog001.mp4,GoiásLibras · base nacional
FRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frioSm_Prog001.mp4,GoiásLibras · base nacional
FRITAR1,https://dicionario.ines.gov.br/public/media/palavras/videos/fritarSm_Prog001.mp4,GoiásLibras · base nacional
FRITAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fritar2Sm_Prog001.mp4,GoiásLibras · base nacional
FRONTEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fronteiraSm_Prog001.mp4,GoiásLibras · base nacional
FRUSTRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frustarSm_Prog001.mp4,GoiásLibras · base nacional
FRUTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/frutaSm_Prog001.mp4,GoiásLibras · base nacional
FUBÁ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fubaSm_Prog001.mp4,GoiásLibras · base nacional
FUGIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fugirSm_Prog001.mp4,GoiásLibras · base nacional
FUMAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fumarSm_Prog001.mp4,GoiásLibras · base nacional
FUMAÇA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fumacaSm_Prog001.mp4,GoiásLibras · base nacional
FUNCIONÁRIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/funcionarioSm_Prog001.mp4,GoiásLibras · base nacional
FUNDAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fundarSm_Prog001.mp4,GoiásLibras · base nacional
FUNDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fundoSm_Prog001.mp4,GoiásLibras · base nacional
FUNERAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/funeralSm_Prog001.mp4,GoiásLibras · base nacional
FUNGAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fungarSm_Prog001.mp4,GoiásLibras · base nacional
FUNIL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/funilSm_Prog001.mp4,GoiásLibras · base nacional
FURACÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/furacaoSm_Prog001.mp4,GoiásLibras · base nacional
FURAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/furarSm_Prog001.mp4,GoiásLibras · base nacional
FURAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/furar2Sm_Prog001.mp4,GoiásLibras · base nacional
FURIOSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/furiosoSm_Prog001.mp4,GoiásLibras · base nacional
FURTAR,https://dicionario.ines.gov.br/public/media/palavras/videos/furtarSm_Prog001.mp4,GoiásLibras · base nacional
FUTEBOL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/futebolSm_Prog001.mp4,GoiásLibras · base nacional
FUTIVÔLEI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/futivoleiSm_Prog001.mp4,GoiásLibras · base nacional
FUTURO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/futuroSm_Prog001.mp4,GoiásLibras · base nacional
FUZIL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fuzilSm_Prog001.mp4,GoiásLibras · base nacional
FUZILAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fuzilarSm_Prog001.mp4,GoiásLibras · base nacional
FÁBRICA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fabricaSm_Prog001.mp4,GoiásLibras · base nacional
FÁBULA1,https://dicionario.ines.gov.br/public/media/palavras/videos/fabulaSm_Prog001.mp4,GoiásLibras · base nacional
FÁCIL2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/facil3Sm_Prog001.mp4,GoiásLibras · base nacional
FÃ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/faSm_Prog001.mp4,GoiásLibras · base nacional
FÉ1,https://dicionario.ines.gov.br/public/media/palavras/videos/feSm_Prog001.mp4,GoiásLibras · base nacional
FÉ2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fe2Sm_Prog001.mp4,GoiásLibras · base nacional
FÉRIAS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/feriasSm_Prog001.mp4,GoiásLibras · base nacional
FÊMEA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/femeaSm_Prog001.mp4,GoiásLibras · base nacional
FÊMUR,https://dicionario.ines.gov.br/public/media/palavras/videos/femurSm_Prog001.mp4,GoiásLibras · base nacional
FÍGADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/figadoSm_Prog001.mp4,GoiásLibras · base nacional
FÍSICA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fisicaSm_Prog001.mp4,GoiásLibras · base nacional
FÓSFORO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/fosforoSm_Prog001.mp4,GoiásLibras · base nacional
FÚRIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/furiaSm_Prog001.mp4,GoiásLibras · base nacional
G,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gSm_Prog001.mp4,GoiásLibras · base nacional
GABAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gabarSm_Prog001.mp4,GoiásLibras · base nacional
GAFANHOTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gafanhotoSm_Prog001.mp4,GoiásLibras · base nacional
GAIOLA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gaiolaSm_Prog001.mp4,GoiásLibras · base nacional
GAITA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gaitaSm_Prog001.mp4,GoiásLibras · base nacional
GAIVOTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gaivotaSm_Prog001.mp4,GoiásLibras · base nacional
GALA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/galaSm_Prog001.mp4,GoiásLibras · base nacional
GALINHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/galinhaSm_Prog001.mp4,GoiásLibras · base nacional
GALO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/galoSm_Prog001.mp4,GoiásLibras · base nacional
GALOCHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/galochaSm_Prog001.mp4,GoiásLibras · base nacional
GALOPAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/galoparSm_Prog001.mp4,GoiásLibras · base nacional
GAMBÁ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gambaSm_Prog001.mp4,GoiásLibras · base nacional
GANANCIOSO,https://dicionario.ines.gov.br/public/media/palavras/videos/ganânciosoSm_Prog001.mp4,GoiásLibras · base nacional
GANGUE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gangueSm_Prog001.mp4,GoiásLibras · base nacional
GANHAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ganharSm_Prog001.mp4,GoiásLibras · base nacional
GANSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gansoSm_Prog001.mp4,GoiásLibras · base nacional
GANÂNCIA,https://dicionario.ines.gov.br/public/media/palavras/videos/ganânciaSm_Prog001.mp4,GoiásLibras · base nacional
GARAGEM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garagemSm_Prog001.mp4,GoiásLibras · base nacional
GARFO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garfoSm_Prog001.mp4,GoiásLibras · base nacional
GARGALHAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gargalhar1Sm_Prog001.mp4,GoiásLibras · base nacional
GARGALHAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gargalhar2Sm_Prog001.mp4,GoiásLibras · base nacional
GARGANTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gargantaSm_Prog001.mp4,GoiásLibras · base nacional
GARI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gariSm_Prog001.mp4,GoiásLibras · base nacional
GAROTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garotaSm_Prog001.mp4,GoiásLibras · base nacional
GARRAFA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garrafaSm_Prog001.mp4,GoiásLibras · base nacional
GARRAFA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garrafa2Sm_Prog001.mp4,GoiásLibras · base nacional
GARÇOM,https://dicionario.ines.gov.br/public/media/palavras/videos/garcomSm_Prog001.mp4,GoiásLibras · base nacional
GARÇONETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/garconeteSm_Prog001.mp4,GoiásLibras · base nacional
GASOLINA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gasolinaSm_Prog001.mp4,GoiásLibras · base nacional
GASOSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gasosoSm_Prog001.mp4,GoiásLibras · base nacional
GASTAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gastar1Sm_Prog001.mp4,GoiásLibras · base nacional
GASTAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gastar2Sm_Prog001.mp4,GoiásLibras · base nacional
GASTAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gastar3Sm_Prog001.mp4,GoiásLibras · base nacional
GATO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gatoSm_Prog001.mp4,GoiásLibras · base nacional
GAVETA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gavetaSm_Prog001.mp4,GoiásLibras · base nacional
GAVIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gaviaoSm_Prog001.mp4,GoiásLibras · base nacional
GAY,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gaySm_Prog001.mp4,GoiásLibras · base nacional
GAÚCHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gauchoSm_Prog001.mp4,GoiásLibras · base nacional
GEL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gelSm_Prog001.mp4,GoiásLibras · base nacional
GELADEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geladeiraSm_Prog001.mp4,GoiásLibras · base nacional
GELATINA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gelatinaSm_Prog001.mp4,GoiásLibras · base nacional
GELO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geloSm_Prog001.mp4,GoiásLibras · base nacional
GELÉIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geleiaSm_Prog001.mp4,GoiásLibras · base nacional
GEMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gemaSm_Prog001.mp4,GoiásLibras · base nacional
GEMER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gemerSm_Prog001.mp4,GoiásLibras · base nacional
GENERAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/generalSm_Prog001.mp4,GoiásLibras · base nacional
GENEROSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/generosoSm_Prog001.mp4,GoiásLibras · base nacional
GENRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/genroSm_Prog001.mp4,GoiásLibras · base nacional
GENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/genteSm_Prog001.mp4,GoiásLibras · base nacional
GENTIL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gentilSm_Prog001.mp4,GoiásLibras · base nacional
GEOGRAFIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geografiaSm_Prog001.mp4,GoiásLibras · base nacional
GEOMETRIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geometriaSm_Prog001.mp4,GoiásLibras · base nacional
GERAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geralSm_Prog001.mp4,GoiásLibras · base nacional
GERAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/geracaoSm_Prog001.mp4,GoiásLibras · base nacional
GERENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gerenteSm_Prog001.mp4,GoiásLibras · base nacional
GERMINAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/germinarSm_Prog001.mp4,GoiásLibras · base nacional
GESSO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gessoSm_Prog001.mp4,GoiásLibras · base nacional
GESTAÇÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gestacao1Sm_Prog001.mp4,GoiásLibras · base nacional
GESTAÇÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gestacao2Sm_Prog001.mp4,GoiásLibras · base nacional
GESTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gestoSm_Prog001.mp4,GoiásLibras · base nacional
GESTUNO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gestunoSm_Prog001.mp4,GoiásLibras · base nacional
GIBI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gibiSm_Prog001.mp4,GoiásLibras · base nacional
GIGANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/giganteSm_Prog001.mp4,GoiásLibras · base nacional
GILETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gileteSm_Prog001.mp4,GoiásLibras · base nacional
GINECOLOGIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ginecologiaSm_Prog001.mp4,GoiásLibras · base nacional
GINGAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/gingarSm_Prog001.mp4,GoiásLibras · base nacional
GINÁSTICA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ginasticaSm_Prog001.mp4,GoiásLibras · base nacional
GIRAFA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/girafaSm_Prog001.mp4,GoiásLibras · base nacional
GIRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/girarSm_Prog001.mp4,GoiásLibras · base nacional
